OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,LICENSE_CATEGORY_DESC,Hospital_Business_Phone,Chief_Executive_Officer,Title,Hospital_Web-Site_Address,Name_of_Owner,Software_Version,Active_Medical_Staff_Hospital_Based_Board_Certified_Anesthesiology,Active_Medical_Staff_Hospital_Based_Board_Certified_General/Family_Practice,Active_Medical_Staff_Hospital_Based_Board_Certified_Total,Type_of_Control_Church,Type_of_Control_Non-Profit_Corporation,Type_of_Control_Non-Profit_Other,Type_of_Control_Investor_-_Individual,Type_of_Control_Investor_-_Partnership,Type_of_Control_Investor_-_Corporation,Type_of_Control_State,Type_of_Control_County,Type_of_Control_City/County,Type_of_Control_City,Type_of_Control_District,Procedures_Total_Cardiology_Services,Procedures_Total_Gastro-Intestinal_Services,Sessions_Total_Physical_Therapy,Sessions_Total_Occupational_Therapy,Discharges_Total,Visits_Outpatient_Emergency_Services,Outpatient_Visits_Medi-Cal_-_Managed_Care_Emergency_Svcs.__(incl._Psych_ER),Outpatient_Visits_Medi-Cal_-_Managed_Care_Total,Balance_Sheet_Assets_Total_Assets,Income_Statement_Net_Patient_Revenue,Income_Statement_Other_Operating_Revenue,Income_Statement_Total_Operating_Revenue,Income_Statement_Operating_Expenses_Administrative_Services,Income_Statement_Total_Operating_Expenses,Income_Statement_Net_from_Operations,Summary_of_Revenue_and_Costs_Average_Patient_Care_Costs_Per_Unit_Medical/Surgical_Intensive_Care,Summary_of_Revenue_and_Costs_Average_Patient_Care_Costs_Per_Unit_Magnetic_Resonance_Imaging,Summary_of_Revenue_and_Costs_Average_Patient_Care_Costs_Per_Unit_Computed_Tomographic_Scanner,Summary_of_Revenue_and_Costs_Gross_Revenue_Radiology_-_Diagnostic,Summary_of_Revenue_and_Costs_Gross_Revenue_Drugs_Sold_to_Patients,Summary_of_Revenue_and_Costs_Gross_Revenue_Total_Ancillary_Services,Summary_of_Revenue_and_Costs_Gross_Revenue_Total_Operating_Revenue_and_Expense,Average_Hourly_Rate_Management_and_Supervision_Total_Daily_Hospital_Services,Average_Hourly_Rate_Management_and_Supervision_Emergency_Services,Average_Hourly_Rate_Registered_Nurses_Total_Daily_Hospital_Services,Average_Hourly_Rate_Registered_Nurses_Emergency_Services,Average_Hourly_Rate_Aides_and_Orderlies_Total_Daily_Hospital_Services,Average_Hourly_Rate_Clerical_and_Other_Administrative_Emergency_Services,AMI_RAMR,AMI_Deaths,AMI_Numcase,STROKE_RAMR,STROKE_Death,STROKE_NumCase,HFAIL_RAMR,HFAIL_deaths,HFAIL_NumCase
106084001,SUTTER COAST HOSPITAL,110000067,Parent Facility,800 EAST WASHINGTON BOULEVARD,CRESCENT CITY,95531,DEL NORTE,Emergency - Basic,45,General Acute Care Hospital,(707) 464-8511,MITCHELL J HANNA,CEO,,SUTTER COAST HOSPITAL,HFS,,3,29,,1,,,,,,,,,,7531,,10672,4486,2085,17872,7152,20601,37825836,69929184,501721,70430905,6838906,61365408,9065497,2286.21,375.91,244.19,6647556,15393982,119685040,211593363,37.85,53.28,39.64,45.27,13.61,9.47,2.5,1,13,12.4,6,28,4,6,56
106060870,COLUSA REGIONAL MEDICAL CENTER,230000149,Parent Facility,199 EAST WEBSTER STREET,COLUSA,95932,COLUSA,Emergency - Standby,48,General Acute Care Hospital,(916) 323-7685,WALT BECK,CEO,WWW.COLUSAMEDICALCENTER.ORG,COLUSA REGIONAL MEDICAL CENTER,HFS,,,3,,1,,,,,,,,,,2845,,5034,1120,742,6705,,,12799931,19941435,2041243,21982678,3564078,26975191,-4992513,4340.33,667.5,201.67,3368850,7103188,48812299,78559142,59.45,61.46,45.34,43.52,14.81,,0,0,4,0,0,5,2.8,1,19
106400548,TWIN CITIES COMMUNITY HOSPITAL,050000078,Parent Facility,1100 LAS TABLAS ROAD,TEMPLETON,93465,SAN LUIS OBISPO,Emergency - Basic,122,General Acute Care Hospital,(805) 434-3500,MARK LISA,CEO,WWW.TWINCITIESHOSPITAL.COM,TENET HEALTHCARE CORPORATION,KPMG,,2,54,,,,,,1,,,,,,2691,413,26179,3289,4434,31189,10652,13148,151857206,89681147,1448168,91129315,12658479,84723925,6405390,3113.11,409.69,201.58,16656936,113239059,451257888,654383097,54.63,65.34,48.11,49.54,18.36,17.85,5,2,12,14.9,8,77,2,2,86
106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,140000090,Parent Facility,2500 ALHAMBRA AVENUE,MARTINEZ,94553,CONTRA COSTA,Emergency - Basic,167,General Acute Care Hospital,(925) 370-4222,"WILLIAM WALKER,M.D",HEALTH SVCS DIRECTOR,HTTP://WWW.CCHEALTH.ORG,CONTRA COSTA COUNTY,HFS,10,134,253,,,,,,,,1,,,,24329,2196,66118,28890,8552,42506,10896,159122,351608997,406559029,78054843,484613872,35705148,472984408,11629464,4177.3,594.88,406.58,34962910,31810134,318433644,576544988,59.22,,58.37,62.08,21.48,23.24,0,0,40,4.5,2,76,1.2,2,213
106331288,PALO VERDE HOSPITAL,250000184,Parent Facility,250 NORTH FIRST STREET,BLYTHE,92225,RIVERSIDE,Emergency - Standby,51,General Acute Care Hospital,(760) 922-5201,RICH GIANELLO,INTERIM CFO,,PALO VERDE HEALTH DISTRICT,HFS,,3,12,,,,,,,,,,,1,2698,277,87,,1061,8719,7,53,10566616,21726823,1016646,22743469,3160673,23518551,-775082,3190.85,603.23,157.74,4556392,9161113,58816605,80462836,63.37,64.3,45.76,48,16.56,,0,0,5,0,0,3,7.8,1,13
106321016,SENECA DISTRICT HOSPITAL,230000032,Parent Facility,130 BRENTWOOD DRIVE,CHESTER,96020,PLUMAS,Emergency - Standby,26,General Acute Care Hospital,(530) 258-2151,LINDA WAGNER,CEO,SENECAHOSPITAL.ORG,SENECA HEALTHCARE DISTRICT,HFS,,4,8,,,,,,,,,,,1,654,,12412,,196,2857,,,6348663,12698586,1003634,13702220,2346905,14714416,-1012196,,,476.63,1240691,3381930,13886595,25350357,41.53,48.44,42.53,45.3,12.56,,.,.,.,.,.,.,10.1,1,17
106430883,SANTA CLARA VALLEY MEDICAL CENTER,070000085,Parent Facility,751 SOUTH BASCOM AVENUE,SAN JOSE,95128,SANTA CLARA,Emergency - Comprehensive,574,General Acute Care Hospital,(408) 885-1000,PAUL LORENZ,ADMINISTRATOR,WWW.SCVMED.ORG,COUNTY OF SANTA CLARA,HFS,24,21,534,,,,,,,,1,,,,35036,5359,171638,73737,22603,67309,15146,260850,1837366147,927910745,71555817,999466562,182652155,1243998475,-244531913,4929.74,582.42,251.68,98843717,388530061,1596708584,3147478244,78.47,71.28,69.52,69.33,26.68,27.84,4.7,5,124,6.5,13,231,1.2,4,527
106391056,SUTTER TRACY COMMUNITY HOSPITAL,030000105,Parent Facility,1420 NORTH TRACY BOULEVARD,TRACY,95376,SAN JOAQUIN,Emergency - Basic,81,General Acute Care Hospital,(209) 835-1500,DAVID THOMPSON,56342627,WWW.SUTTERTRACY.ORG,SUTTER CENTRAL VALLEY HOSPITALS,HFS,3,,11,,1,,,,,,,,,,10931,1911,41179,6825,3969,32245,12388,20851,73209138,121197350,3229862,124427212,17936408,95612389,28814823,3461.79,601.44,334.44,16357652,32347487,289623565,448789167,74.89,64.28,55.39,53.09,20.74,21.43,2.1,1,14,5.6,1,34,0.5,1,106
106361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,240000207,Parent Facility,18300 US HIGHWAY 18,APPLE VALLEY,92307,SAN BERNARDINO,Emergency - Basic,212,General Acute Care Hospital,(760) 242-2311,ALAN GARRETT,CEO,WWW.STMARY4HEALTH.COM,ST JOSEPH HEALTH SYSTEM,KPMG,8,,25,,1,,,,,,,,,,4640,,36052,,15867,65169,18491,23919,290658206,275419254,2671408,278090662,47995602,268163775,9926887,2368.89,195.49,63.22,29835357,137793297,801836802,1315909048,54.6,59.41,51.5,51.34,17.82,20.83,3.4,12,336,4.5,4,134,1.2,7,482
106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,930000099,Parent Facility,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,LOS ANGELES,Emergency - Basic,334,General Acute Care Hospital,(818) 502-1900,JACK IVIE,PRESIDENT/CEO,GLENDALEMEMORIAL.COM,DIGNITY HEALTH,KPMG,6,,48,,1,,,,,,,,,,13158,9439,55133,17501,9849,22503,6903,15936,99441963,173384636,3360266,176744902,36606500,211860389,-35115487,3311.38,430.45,215.78,21736703,131655749,606777182,975477892,65.52,56,57.63,55.06,23.66,25.15,5.4,12,163,10.2,7,74,2.4,10,319
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,140000290,Parent Facility,1425 SOUTH MAIN STREET,WALNUT CREEK,94596,CONTRA COSTA,Emergency - Basic,233,General Acute Care Hospital,(510) 987-3380,BERNARD TYSON,CHAIRMAN,WWW.KP.ORG,KAISER FOUNDATION HOSPITALS,HFS,42,25,787,,1,,,,,,,,,,,,14689,,13399,48491,1808,2084,,,,,,,,,,,,,,,,,,,,,3.6,5,174,4.5,10,196,2,14,370
106190198,LOS ANGELES COMMUNITY HOSPITAL,930000039,Parent Facility,4081 EAST OLYMPIC BOULEVARD,LOS ANGELES,90023,LOS ANGELES,Emergency - Standby,130,General Acute Care Hospital,(323) 267-0477,DAVID TOPPER,CEO,WWW.ALTAHOSPITALS.COM,"ALTA HOSPITALS SYSTEM, LLC",KPMG,2,,21,,,,,,1,,,,,,9576,,26839,,9133,10526,4597,5204,253937314,111251416,3138912,114390328,21359907,81132919,33257409,1484.9,1448.01,618.47,5294071,74981606,281814994,400431116,59.42,50.63,40.97,40.77,14.93,,0,0,10,8.9,1,25,0,0,143
106074017,SAN RAMON REGIONAL MEDICAL CENTER,140000345,Parent Facility,6001 NORRIS CANYON ROAD,SAN RAMON,94583,CONTRA COSTA,Emergency - Basic,123,General Acute Care Hospital,(925) 275-9200,GARY SLOAN,C.E.O,WWW.SANRAMONMEDCTR.COM,TENET HEALTHCARE CORPORATION,KPMG,46,,86,,,,,1,,,,,,,11179,1169,41020,13103,4471,14394,1132,1165,208165041,155454649,1597699,157052348,36508826,150955955,6096393,3532.49,646.42,302.39,22071210,111101937,506445861,669127390,70.36,72.07,70.99,72.9,32.4,30.98,5.5,4,69,10.3,8,89,3.1,4,91
106474007,FAIRCHILD MEDICAL CENTER,230000035,Parent Facility,444 BRUCE STREET,YREKA,96097,SISKIYOU,Emergency - Basic,28,General Acute Care Hospital,(530) 842-4121,JONATHON ANDRUS,CEO,HTTP://WWW.FAIRCHILDMED.ORG/,FAIRCHILD MEDICAL CENTER,HFS,1,,4,,1,,,,,,,,,,4478,,39877,,1579,13907,3896,34755,41949012,66632656,1103894,67736550,5917718,58592563,9143987,3140.23,568.29,245.37,6956280,12330531,115053031,148853869,49.59,48.31,46.7,45.32,19.3,20.3,0,0,6,7.6,1,24,5.4,1,21
106361458,COLORADO RIVER MEDICAL CENTER,240000227,Parent Facility,1401 BAILEY AVENUE,NEEDLES,92363,SAN BERNARDINO,Emergency - Basic,25,General Acute Care Hospital,(760) 326-7267,STEVE LOPEZ,CEO/CFO,,"COMMUNITY HEALTH PARTNER, INC.",HFS,1,1,4,,,,,,1,,,,,,,,,,597,5595,,,3927357,8668145,34683,8702828,1349231,8517042,185786,,,,5423114,1356594,17509735,30955165,,,30.67,33.93,,,.,.,.,.,.,.,0,0,14
106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,070000661,Parent Facility,700 LAWRENCE EXPRESSWAY,SANTA CLARA,95051,SANTA CLARA,Emergency - Basic,327,General Acute Care Hospital,(510) 987-3380,BERNARD TYSON,CHAIRMAN,WWW.KP.ORG,KAISER FOUNDATION HOSPITALS,HFS,26,1,741,,1,,,,,,,,,,,,28916,,19599,59029,4059,4498,,,,,,,,,,,,,,,,,,,,,3.1,16,443,7.1,20,190,2,21,562
106571086,WOODLAND MEMORIAL HOSPITAL,030000115,Parent Facility,1325 COTTONWOOD STREET,WOODLAND,95695,YOLO,Emergency - Basic,108,General Acute Care Hospital,(530) 622-3961,H. KEVIN VAZIRI,PRESIDENT,WWW.WOODLANDHEALTHCARE.ORG,DIGNITY HEALTH,KPMG,7,36,278,,,1,,,,,,,,,3446,,31801,,3845,20942,5998,23198,60736957,130750500,6503701,137254201,23074541,136852433,401768,3300.74,419.58,365.18,25644982,33472034,322091879,503644500,64.69,,64.19,64.63,26.82,27.39,10.6,2,12,7,2,40,3.3,4,57
106500852,DOCTORS MEDICAL CENTER,030000026,Parent Facility,1441 FLORIDA AVENUE,MODESTO,95350,STANISLAUS,Emergency - Basic,394,General Acute Care Hospital,(209) 578-1211,WARREN KIRK,C.E.O,WWW.DMC-MODESTO.COM,"TENET HEALTH SYSTEM HOSPITAL, INC.",KPMG,23,10,131,,,,,,1,,,,,,43048,8295,68026,20546,24603,85953,42654,54088,306918804,518572621,3602421,522175042,97241484,495580161,26594881,2631.18,401.86,225.77,106212819,688710720,2904181967,4133412853,69.05,71.05,55.3,61.37,23.12,22.85,9.2,24,308,8.5,40,392,2.1,8,445
106130699,EL CENTRO REGIONAL MEDICAL CENTER,090000004,Parent Facility,1415 ROSS AVENUE,EL CENTRO,92243,IMPERIAL,Emergency - Basic,161,General Acute Care Hospital,(619) 339-7100,TOMAS VIRGEN,INTERIM CEO,WWW.ECRMC.ORG,"CITY OF EL CENTRO, CA",HFS,9,4,216,,,,,,,,,,1,,,1934,9976,,5463,45625,10275,38070,125181849,119359739,1344043,120703782,14398992,121142985,-439203,1953.57,402.17,173.67,39889267,50535367,397080693,603810229,46.6,44.04,35.82,36.01,12.44,13.71,11.2,7,34,5.6,5,91,2.8,5,127
106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,240000169,Parent Facility,11234 ANDERSON STREET,LOMA LINDA,92354,SAN BERNARDINO,Emergency - Basic,371,General Acute Care Hospital,(909) 558-4000,KERRY HEINRICH,C.E.O.,WWW.LLU.EDU/LLUMC,LOMA LINDA UNIVERSITY ADVENTIST HEALTH SCIENCES CENTER,HFS,,,,1,,,,,,,,,,,48773,8624,366534,127972,18008,27523,7140,64619,1542835371,963790819,26311115,990101934,160394694,879298179,110803755,2649.09,477.49,213.14,219062832,238451971,2859280255,3765749221,33.53,36.43,25.66,26.42,9.54,22.21,7.5,26,379,6.6,53,466,4,26,495
106560529,ST. JOHN'S REGIONAL MEDICAL CENTER,050000064,Parent Facility,1600 NORTH ROSE AVENUE,OXNARD,93030,VENTURA,Emergency - Basic,265,General Acute Care Hospital,(805) 988-2500,DAREN LEE,PRESIDENT CEO ST JOHN'S HOSPITALS,WWW.STJOHNSHEALTH.ORG,DIGNITY HEALTH,KPMG,,,,,1,,,,,,,,,,23494,2064,34754,17131,11732,47564,13436,18302,214441973,224481854,1627750,226109604,55750891,262488859,-36379255,3082.24,925.87,301.39,40398293,86595262,748357014,1048133824,66.53,66.36,59.49,57.52,22.88,25.34,4.7,13,217,5.3,14,150,1.6,9,306
106090933,MARSHALL  MEDICAL CENTER,030000059,Parent Facility,1100 MARSHALL WAY,PLACERVILLE,95667,EL DORADO,Emergency - Basic,113,General Acute Care Hospital,(530) 626-2786,JAMES WHIPPLE,CEO,,MARSHALL MEDICAL CENTER,HFS,6,,22,,1,,,,,,,,,,24629,4001,63711,,5163,27470,5601,46769,206148122,200250374,2989659,203240033,22239030,206782938,-3542905,2577.54,276.31,197.45,38529722,118206109,666639044,949695473,71.21,66.54,57.96,59.75,19.08,20.11,10,6,20,10.2,7,75,1.6,4,143
106560501,OJAI VALLEY COMMUNITY HOSPITAL,050000045,Parent Facility,1306 MARICOPA HIGHWAY,OJAI,93023,VENTURA,Emergency - Standby,25,General Acute Care Hospital,(805) 640-2230,GARY K. WILDE,PRESIDENT/CEO,,COMMUNITY MEMORIAL HEALTH SYSTEM,HFS,,,5,,1,,,,,,,,,,3021,,17819,5325,963,6843,1399,6403,20197265,26108316,1022061,27130377,3830258,28727507,-1597130,3743.19,490.2,295.95,5422948,7384679,48945483,78270291,57.34,,46.01,47.76,17.6,,9.9,1,3,7.2,1,20,4,1,9
106190756,PROVIDENCE SAINT JOHN'S HEALTH CENTER,930000158,Parent Facility,2121 SANTA MONICA BLVD.,SANTA MONICA,90404,LOS ANGELES,Emergency - Basic,266,General Acute Care Hospital,(310) 829-5511,MARCEL LOH,CEO,HTTP://CALIFORNIA.PROVIDENCE.ORG/SAINT-JOHNS/,PROVIDENCE HEALTH & SERVICES,HFS,,,,,1,,,,,,,,,,20594,1047,56157,4592,12219,11229,218,606,717282911,254949050,3379875,258328925,31877837,265283771,-6954846,2284.47,913.18,298.49,26006971,81202830,629788102,859675505,80.8,64.59,53.58,51.89,21.79,25.56,4.1,6,123,5.8,7,94,2.3,7,162
106540798,SIERRA VIEW MEDICAL CENTER,120000584,Parent Facility,465 WEST PUTNAM AVENUE,PORTERVILLE,93257,TULARE,Emergency - Basic,167,General Acute Care Hospital,(559) 784-1110,DONNA HEFNER,CEO,,SIERRA VIEW DISTRICT HOSPITAL,HFS,1,,2,,,,,,,,,,,1,,2316,37693,,6149,41898,19113,55522,328681855,123130385,3180679,126311064,12535843,123342916,2968148,1987.64,334.63,230.52,78455563,49747730,436327757,550404095,53,54.73,43.38,42.53,14.81,15.26,9.8,8,60,4.7,3,82,3.7,7,130
106190243,PIH HOSPITAL - DOWNEY,930000048,Parent Facility,11500 BROOKSHIRE AVENUE,DOWNEY,90241,LOS ANGELES,Emergency - Basic,199,General Acute Care Hospital,(562) 904-5000,BRIAN SMOLSKIS,CHIEF OPERATING OFFICER,WWW.PIHHEALTH.ORG,PIH HEALTH HOSPITAL,KPMG,12,,20,,1,,,,,,,,,,39717,2761,53632,7972,9085,45693,17378,19769,100401246,130681595,1826596,132508191,20292124,140762450,-8254259,2851.81,259.69,128.63,44029735,124068797,664667411,1008399550,50.96,49.03,42.55,43.68,15.19,15.83,5.7,8,141,7,6,118,0.6,3,254
106390846,DAMERON HOSPITAL,030000024,Parent Facility,525 WEST ACACIA ST,STOCKTON,95203,SAN JOAQUIN,Emergency - Basic,202,General Acute Care Hospital,(209) 944-5550,LORRAINE AUERBACH,"PRESIDENT, CEO",WWW.DAMERONHOSPITAL.ORG,DAMERON HOSPITAL ASSOCIATION,HFS,17,,44,,1,,,,,,,,,,20680,5964,20445,2467,7986,41635,17897,22779,168432896,177775969,1576045,179352014,33571576,179801186,-449172,2670.13,,192.54,37839846,58846743,804369094,1181895947,60.88,59.96,55.87,54.25,24.22,23.48,4.8,9,240,7,5,72,2.8,9,213
106370652,ALVARADO HOSPITAL MEDICAL CENTER,090000013,Parent Facility,6655 ALVARADO ROAD,SAN DIEGO,92120,SAN DIEGO,Emergency - Basic,226,General Acute Care Hospital,(619) 287-3270,LUIS LEON,PRESIDENT,WWW.ALVARADOHOSPITAL.COM,PRIME HEALTHCARE SERVICES INC.,HFS,2,,28,,,,,,1,,,,,,,2770,39232,12742,6384,20692,6610,11404,104517445,141080889,691982,141772871,24849230,142734636,-961765,2217.3,321.68,153.96,15878728,66522444,518703323,647093797,56.13,62.36,43.2,45.99,14.29,19.59,6.3,10,96,4.3,4,63,1.2,2,118
106370730,KAISER FOUNDATION HOSPITAL - SAN DIEGO,080000062,Parent Facility,4647 ZION AVENUE,SAN DIEGO,92120,SAN DIEGO,Emergency - Basic,414,General Acute Care Hospital,(619) 528-3173,BERNARD TYSON,CHAIRMAN,WWW.KP.ORG,KAISER FOUNDATION HOSPITALS,HFS,35,38,958,,1,,,,,,,,,,,,210495,67391,22880,91619,8761,9802,,,,,,,,,,,,,,,,,,,,,3.2,8,147,6.5,27,352,2.6,28,649
106150737,KERN VALLEY HEALTHCARE DISTRICT,120000183,Parent Facility,6412 LAUREL AVENUE,LAKE ISABELLA,93240,KERN,Emergency - Standby,101,General Acute Care Hospital,(760) 379-2681,TIMOTHY MCGLEW,C.E.O.,KVHD.ORG,KERN VALLEY HEALTHCARE DISTRICT,HFS,,,2,,,,,,,,,,,1,3005,564,14234,906,819,6669,1726,5624,11692650,20164341,193161,20357502,3792151,21154821,-797319,,,206.39,2691197,3281638,32784097,71400413,49.73,,39.55,42.35,12.41,,.,.,.,0,0,3,3.7,1,22
106491076,SONOMA VALLEY HOSPITAL,110000072,Parent Facility,347 ANDRIEUX STREET,SONOMA,95476,SONOMA,Emergency - Basic,75,General Acute Care Hospital,(707) 935-5000,KELLY MATHER,PRESIDENT & CEO,WWW.SVH.COM,SONOMA VALLEY HEALTHCARE DISTRICT,HFS,17,29,206,,,,,,,,,,,1,7281,415,27361,18653,1516,8224,1175,2889,78759207,49472484,297043,49769527,6973954,56449598,-6680071,2232.41,465.55,330.95,11385841,9924360,143823449,202917347,67.35,,58.21,63.16,20.11,24.17,0,0,4,0,0,15,2.9,2,33
106150761,MERCY HOSPITAL - BAKERSFIELD,120000184,Parent Facility,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,KERN,Emergency - Basic,144,General Acute Care Hospital,(661) 632-6523,BRUCE PETERS,PRESIDENT,WWW.DIGNITYHEALTH.ORG,DIGNITY HEALTH,KPMG,21,,44,,1,,,,,,,,,,4376,4414,37604,5286,12082,66060,22747,28037,306938322,260856104,2974815,263830919,41360914,252524518,11306401,2510.25,799.82,174.26,16870691,72821760,611962533,992934308,56.21,52.18,52.13,51.89,22.18,22.67,2.1,1,19,7.4,9,95,0,0,159
106361339,ST. BERNARDINE MEDICAL CENTER,240000206,Parent Facility,2101 NORTH WATERMAN AVENUE,SAN BERNARDINO,92404,SAN BERNARDINO,Emergency - Basic,342,General Acute Care Hospital,(909) 883-8711,STEVE BARRON,PRESIDENT,STBERNARDINEMEDICALCENTER.ORG,DIGNITY HEALTH,HFS,20,,100,,1,,,,,,,,,,55974,873,52795,15116,15918,67345,28806,58165,161232712,309500631,2135483,311636114,48434553,329119410,-17483296,2393.91,387.41,177.67,21285656,161557990,953036452,1534485403,57.8,53.9,56.81,53.93,23.93,26.08,9.1,27,435,8.9,15,165,1.3,5,325
106480989,KAISER FOUNDATION HOSPITAL - REHABILITATION CENTER VALLEJO,110000026,Parent Facility,975 SERENO DRIVE,VALLEJO,94589,SOLANO,Emergency - Basic,248,General Acute Care Hospital,(510) 987-3380,BERNARD TYSON,CHAIRMAN,WWW.KP. ORG,KAISER FOUNDATION HOSPITALS,HFS,29,37,545,,1,,,,,,,,,,,,157140,,9638,48305,10405,10765,,,,,,,,,,,,,,,,,,,,,7.8,15,165,4.4,12,203,1.7,9,259
106334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,250000262,Parent Facility,25500 MEDICAL CENTER DRIVE,MURRIETA,92562,RIVERSIDE,Emergency - Basic,120,General Acute Care Hospital,(951) 696-6000,BRAD NEET,CEO,WWW.IVRMC-RSMC.COM,UNIVERSAL HEALTH SYSTEMS INC.,HFS,11,,51,,,,,,1,,,,,,5123,2955,41356,7126,14265,70867,19483,24566,215508975,245834131,2044602,247878733,51828478,239282726,8596007,2127.28,251.28,127.85,33563128,83566123,577665550,873101586,53.76,53.98,49,47.05,17.2,15.5,2.6,2,42,6.6,15,224,1.9,7,231
106270777,GEORGE L MEE MEMORIAL HOSPITAL,070000047,Parent Facility,300 CANAL STREET,KING CITY,93930,MONTEREY,Emergency - Basic,94,General Acute Care Hospital,(831) 385-6000,LEX T. SMITH,CEO,WWW.MEEMEMORIAL.COM,SOUTHERN MONTEREY COUNTY,HFS,,4,10,,1,,,,,,,,,,4665,,10689,,1269,10301,3349,41427,37354948,57414059,938325,58352384,6184269,63508094,-5155710,8592.96,,332.34,11827770,9805314,118160276,198817852,58.16,58.82,56.93,55.7,16.94,20.88,.,.,.,.,.,.,0,0,12
106100005,CLOVIS COMMUNITY MEDICAL CENTER,040000004,Parent Facility,2755 HERNDON AVENUE,CLOVIS,93611,FRESNO,Emergency - Basic,208,General Acute Care Hospital,(559) 324-4000,TIM A JOSLIN,CEO,WWW.COMMUNITYMEDICAL.ORG,COMMUNITY MEDICAL CENTERS,HFS,30,4,228,,1,,,,,,,,,,33224,4626,76120,,13145,48907,8252,15692,457038974,231169853,3043031,234212884,37375288,220108592,14104292,1795.69,401.75,119.16,23215807,72086686,639456058,933465219,56.73,46.34,49.42,47.31,14.08,15.84,3.4,4,100,2.6,2,124,1.6,8,304
106105029,FRESNO HEART AND SURGICAL HOSPITAL,040000096,Consolidated Facility,15 E. AUDUBON DR.,FRESNO,93720,FRESNO,,57,General Acute Care Hospital,(559) 433-8000,WANDA HOLDERMAN,CEO,WWW.FRESNOHEART.COM,COMMUNITY MEDICAL CENTER,HFS,28,,74,,1,,,,,,,,,,6779,517,6051,,3551,,,62,79586200,83672868,1824500,85497368,14460909,80561824,4935544,,,334.28,3718785,23335719,255111948,320496048,59.2,,49,,17.54,,0,0,37,.,.,.,1.7,2,85
106490964,HEALDSBURG DISTRICT HOSPITAL,110000019,Parent Facility,1375 UNIVERSITY STREET,HEALDSBURG,95448,SONOMA,Emergency - Standby,43,General Acute Care Hospital,(707) 431-6500,NANCY GOODFELLOW-SCHMID,CEO,WWW.NSCHD.ORG,NORTHERN SONOMA COUNTY HOSPITAL DISTRICT,HFS,1,1,12,,,,,,,,,,,1,,,15081,2686,971,9480,1974,7975,23496639,33381801,632116,34013917,4158535,43932792,-9918875,4398.08,608.04,591.62,3654843,7468671,55895476,98604244,59.2,,51.62,52.21,18.16,20.97,13.2,1,3,14.1,1,11,9,2,22
106334048,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,550000810,Parent Facility,27300 IRIS AVENUE,MORENO VALLEY,92555,RIVERSIDE,Emergency - Basic,101,General Acute Care Hospital,(951) 243-2262,BERNARD TYSON,CHAIRMAN,WWW.KP.ORG,KAISER PERMANENTE HOSPITALS,HFS,4,2,48,,1,,,,,,,,,,,,,,4251,31702,10751,11018,,,,,,,,,,,,,,,,,,,,,1.2,1,41,6,2,54,2,4,117
106190159,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,930000030,Parent Facility,21530 SOUTH PIONEER BOULEVARD,HAWAIIAN GARDENS,90716,LOS ANGELES,Emergency - Basic,137,General Acute Care Hospital,(562) 860-0401,JAMES F. SHERMAN,CEO,TCRMC.ORG,"GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER, INC.",KPMG,,,,,1,,,,,,,,,,9651,2028,7355,,3444,10322,2807,4145,19926681,48791103,936702,49727805,9384741,54566792,-4838987,1598.25,754.21,121.09,5559550,27498413,170078838,225269448,,,40.21,45.66,16.14,19.78,2.1,1,19,26.9,1,11,2.9,3,84
106281078,ST. HELENA HOSPITAL,110000073,Parent Facility,10 WOODLAND RD.,ST. HELENA,94574,NAPA,Emergency - Standby,144,General Acute Care Hospital,(707) 963-3611,"STEVEN HERBER, M.D.",PRESIDENT OF SHNV,WWW.STHELENAHOSPITAL.ORG,ST. HELENA,HFS,2,,48,,1,,,,,,,,,,9013,,26509,8357,5037,6457,1058,11634,142112338,176220120,8827701,185047821,50894769,187764729,-2716908,3324.34,849.95,396.05,9514561,50418208,653718241,848027085,65.14,,52.61,57.1,18.81,18.7,7.8,10,125,0,0,17,0,0,113
